id,family,language,source,page,year_of_occurrence,village_in_source,village,latitude,longitude,text_type,original,translation_Russian,translation_English,modal_marker,marker disamb,constr_type,copula_or_retr,complement,complement_form,inf_postposition,use,modal_or_non-modal,semantics,mod_type_vAP,mod_type_descriptive,negation_expressed,negation_scope,question,question_type,question_emb,overt_A_S,A_S_case,P_argument,P_number,P_overt,P_case,indexing,animacy,counted_in_corpus,counted_in_subcorpus,im_personality,rule or strategy,speaker info,dialect
tat167,Turkic,Tatar,Tatar dialectology,999,NA,Куганакбаш,Куганакбаш,53.583611,55.368056,spontaneous,"Барғанда да, қайтқанда да уқырға кирәк. Нәстә беләсең – шуны уқыйсың. ","И по дороге туда, и обратно нужно читать молитвы — что знаешь, то и читаешь. ",NA,kiräk,kiräk,need,NA,VP,inf_rga,no,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,Куганакбаш авылында Ягафарова Рәхилә Низаметдин кызыннан (1936 елгы) язып алынды,
tat168,Turkic,Tatar,Tatar dialectology,999,NA,Куганакбаш,Куганакбаш,53.583611,55.368056,spontaneous,Таң суwын қаплап апқайтырға кирәк. ,"Её нужно накрытой приносить, специально не выделяя. ",NA,kiräk,kiräk,need,NA,VP,inf_rga,no,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,Куганакбаш авылында Ягафарова Рәхилә Низаметдин кызыннан (1936 елгы) язып алынды,
tat169,Turkic,Tatar,Tatar dialectology,999,NA,Куганакбаш,Куганакбаш,53.583611,55.368056,spontaneous,Таң суwын ағымсудан алырга кирәк. Чишмә суwы түгел. Йылга суwы кирәк.,"Утреннюю воду нужно брать из проточной воды — не из родника, а из реки, потому что она течёт.",NA,kiräk,kiräk,need,NA,VP,inf_rga,no,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,Куганакбаш авылында Ягафарова Рәхилә Низаметдин кызыннан (1936 елгы) язып алынды,
tat170,Turkic,Tatar,Tatar dialectology,999,NA,Куганакбаш,Куганакбаш,53.583611,55.368056,spontaneous,Таң суwын ағымсудан алырга кирәк. Чишмә суwы түгел. Йылга суwы кирәк.,"Утреннюю воду нужно брать из проточной воды — не из родника, а из реки, потому что она течёт.",NA,kiräk,kiräk,,NA,NP,N,,predicate,non-modal,need,,,0,,no,,,0,no,,,,,,,,,,,Куганакбаш авылында Ягафарова Рәхилә Низаметдин кызыннан (1936 елгы) язып алынды,
tat171,Turkic,Tatar,Tatar dialectology,999,NA,Куганакбаш,Куганакбаш,53.583611,55.368056,spontaneous,"Қойаш байығач, себерке қузғатырға, себерергә йарамый.","После захода солнца нельзя поднимать веник, нельзя мести. ",NA,йара,йара,jora,NA,VP,inf_rga,,predicate,modal,necessity,,,1,NEC NEG,no,,,0,no,,,,,,,,,,,Куганакбаш авылында Ягафарова Рәхилә Низаметдин кызыннан (1936 елгы) язып алынды,
tat172,Turkic,Tatar,Tatar dialectology,999,NA,Куганакбаш,Куганакбаш,53.583611,55.368056,spontaneous, Се- беркене өскә қаратып қуйарға йарамый. ,Нельзя ставить веник вверх щетиной. ,NA,йара,йара,jora,NA,VP,inf_rga,,predicate,modal,necessity,,,1,NEC NEG,no,,,0,no,,,,,,,,,,,Куганакбаш авылында Ягафарова Рәхилә Низаметдин кызыннан (1936 елгы) язып алынды,
tat173,Turkic,Tatar,Tatar dialectology,999,NA,Куганакбаш,Куганакбаш,53.583611,55.368056,spontaneous,"Пычақны өскә қаратырға йарамый, себерке, балта өскә қарап тормасын. ","Нельзя ставить нож остриём вверх, веник и топор не должны стоять вверх. ",NA,йара,йара,jora,NA,VP,inf_rga,,predicate,modal,necessity,,,1,NEC NEG,no,,,0,no,,,,,,,,,,,Куганакбаш авылында Ягафарова Рәхилә Низаметдин кызыннан (1936 елгы) язып алынды,
tat174,Turkic,Tatar,Tatar dialectology,999,NA,Куганакбаш,Куганакбаш,53.583611,55.368056,spontaneous,Үткер (үткен) әйбер өскә қарарға тийеш түгел. ,Острые предметы не должны быть направлены вверх. ,NA,tiješ,tiješ,pers,NA,VP,inf_rga,,predicate,modal,necessity,,,1,NEC NEG,no,,,1,nom,,,,,,inan,,,,,Куганакбаш авылында Ягафарова Рәхилә Низаметдин кызыннан (1936 елгы) язып алынды,
tat175,Turkic,Tatar,Tatar dialectology,999,NA,Куганакбаш,Куганакбаш,53.583611,55.368056,spontaneous,Тәрәзәдән чығып йөрөгә йарамый – йәшен ата. ,Нельзя выходить через окно — может ударить молния. ,NA,йара,йара,jora,NA,VP,inf_rga,,predicate,modal,necessity,,,1,NEC NEG,no,,,0,no,,,,,,,,,,,Куганакбаш авылында Ягафарова Рәхилә Низаметдин кызыннан (1936 елгы) язып алынды,
tat176,Turkic,Tatar,Tatar dialectology,999,NA,Куганакбаш,Куганакбаш,53.583611,55.368056,spontaneous,"Әгәр тәрәзә аша чыққансын, қабат керергә кирәк. ","Если вышел через окно, нужно снова войти обратно.",NA,kiräk,kiräk,need,NA,VP,inf_rga,no,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,Куганакбаш авылында Ягафарова Рәхилә Низаметдин кызыннан (1936 елгы) язып алынды,
tat177,Turkic,Tatar,Tatar dialectology,999,NA,Куганакбаш,Куганакбаш,53.583611,55.368056,spontaneous,Анарға кеше ийәртеп бармыйсын. Үзең генә.,Нельзя брать с собой людей — идёшь один.,NA,2sg,2sg,,NA,VP,form,,predicate,non-modal,prs/hab,,,0,,no,,,0,no,,,,,,,,,,,Куганакбаш авылында Ягафарова Рәхилә Низаметдин кызыннан (1936 елгы) язып алынды,
tat178,Turkic,Tatar,Tatar dialectology,999,NA,Куганакбаш,Куганакбаш,53.583611,55.368056,spontaneous," Айақ тынған wақытта ғына барырға кирәк. Төннә түwел, көндөз. "," Идти нужно только тогда, когда всё спокойно, не ночью, а днём. ",NA,kiräk,kiräk,need,NA,VP,inf_rga,no,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,Куганакбаш авылында Ягафарова Рәхилә Низаметдин кызыннан (1936 елгы) язып алынды,
tat179,Turkic,Tatar,Tatar dialectology,999,NA,Куганакбаш,Куганакбаш,53.583611,55.368056,spontaneous,"Су буйына төшәргә кирәк. Тәхәрәт алып, йуwынып, намаз уқып башны салырға кирәк","Нужно спуститься к воде, совершить омовение, прочитать намаз и опустить конскую голову в воду. ",NA,kiräk,kiräk,need,NA,VP,inf_rga,no,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,Куганакбаш авылында Ягафарова Рәхилә Низаметдин кызыннан (1936 елгы) язып алынды,
tat180,Turkic,Tatar,Tatar dialectology,999,NA,Куганакбаш,Куганакбаш,53.583611,55.368056,spontaneous,"Су буйына төшәргә кирәк. Тәхәрәт алып, йуwынып, намаз уқып башны салырға кирәк","Нужно спуститься к воде, совершить омовение, прочитать намаз и опустить конскую голову в воду. ",NA,kiräk,kiräk,need,NA,VP,inf_rga,no,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,Куганакбаш авылында Ягафарова Рәхилә Низаметдин кызыннан (1936 елгы) язып алынды,
tat181,Turkic,Tatar,Tatar dialectology,999,NA,Куганакбаш,Куганакбаш,53.583611,55.368056,spontaneous,Тал ботағына бәйләп қуйасың. Аны қузғатып торорға кирәк.,"Привязывают её, читают молитвы, привязывают к ветке ивы и шевелят.",NA,kiräk,kiräk,need,NA,VP,inf_rga,no,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,Куганакбаш авылында Ягафарова Рәхилә Низаметдин кызыннан (1936 елгы) язып алынды,
tat182,Turkic,Tatar,Tatar dialectology,999,NA,Куганакбаш,Куганакбаш,53.583611,55.368056,spontaneous,"Мәйетне апчыққач, утырғычны ауда- ралар. Аумыйча қалырға тийеш түгел. ","Когда выносят покойника, переворачивают табурет — он не должен остаться стоять.",NA,tiješ,tiješ,pers,NA,VP,inf_rga,,predicate,modal,necessity,,,1,NEC NEG,no,,,0,no,,,,,,,,,,,Куганакбаш авылында Ягафарова Рәхилә Низаметдин кызыннан (1936 елгы) язып алынды,
tat183,Turkic,Tatar,Tatar dialectology,999,NA,Куганакбаш,Куганакбаш,53.583611,55.368056,spontaneous,Мәйет чыққан өйнө берүзен қундырмыйсын.," В доме, откуда вынесли покойника, нельзя ночевать одному до сорокового дня.",NA,2sg,2sg,,NA,VP,form,,predicate,non-modal,prs/hab,,,0,,no,,,0,no,,,,,,,,,,,Куганакбаш авылында Ягафарова Рәхилә Низаметдин кызыннан (1936 елгы) язып алынды,
tat184,Turkic,Tatar,Tatar dialectology,999,NA,Куганакбаш,Куганакбаш,53.583611,55.368056,spontaneous," Үзең генә қунмыйсың, йаныңа кеше апкиләсең."," Нужно, чтобы был ещё кто-то. ",NA,2sg,2sg,,NA,VP,form,,predicate,non-modal,prs/hab,,,0,,no,,,0,no,,,,,,,,,,,Куганакбаш авылында Ягафарова Рәхилә Низаметдин кызыннан (1936 елгы) язып алынды,
tat185,Turkic,Tatar,Tatar dialectology,999,NA,Куганакбаш,Куганакбаш,53.583611,55.368056,spontaneous,Қырығына хәтлек ут сүнергә тийеш түгел.,До сорокового дня свет не должен гаснуть. ,NA,tiješ,tiješ,pers,NA,VP,inf_rga,,predicate,modal,necessity,,,1,NEC NEG,no,,,1,nom,,,,,,inan,,,,,Куганакбаш авылында Ягафарова Рәхилә Низаметдин кызыннан (1936 елгы) язып алынды,
tat186,Turkic,Tatar,Tatar dialectology,999,NA,Куганакбаш,Куганакбаш,53.583611,55.368056,spontaneous," Утны сүндермәгез төннә, өйнө йалғыз қалдырмағыз. ","Ночью не тушите свет, не оставляйте дом пустым. ",NA,imp,imp,,NA,VP,form,,predicate,non-modal,imp,,,0,,no,,,0,no,,,,,,,,,,,Куганакбаш авылында Ягафарова Рәхилә Низаметдин кызыннан (1936 елгы) язып алынды,
tat187,Turkic,Tatar,Tatar dialectology,999,NA,Куганакбаш,Куганакбаш,53.583611,55.368056,spontaneous,Мәйет суwын кеше басмый торған урынға салырға кирәк. Абзар бағанасы була. Баған төбөнә. ,"Воду после омовения покойника нужно вылить в место, куда люди не ходят — например, под столб в хлеву. ",NA,kiräk,kiräk,need,NA,VP,inf_rga,no,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,Куганакбаш авылында Ягафарова Рәхилә Низаметдин кызыннан (1936 елгы) язып алынды,
tat188,Turkic,Tatar,Tatar dialectology,999,NA,Куганакбаш,Куганакбаш,53.583611,55.368056,spontaneous,Мәйет булған йердә таwыш булырға тийеш түгел. ,"Там, где был покойник, не должно быть шума. ",NA,tiješ,tiješ,pers,NA,VP,inf_rga,,predicate,modal,necessity,,,1,NEC NEG,no,,,1,nom,,,,,,inan,,,,,Куганакбаш авылында Ягафарова Рәхилә Низаметдин кызыннан (1936 елгы) язып алынды,
